id,hashtag_id,tweet,tweet_id,tb_preproc,compound,polarity,subjectivity,links,hashtags,pos,neg,neu,mentions,nouns
2498,8,"RT @paperlike: 🌟 #Giveaway Alert! 🌟

Ready to upgrade your drawing &amp; writing experience on your iPad? Maybe you know an #ipad user who need…",1.33E+18,,,,,,,,,,,
2499,8,"Create beautiful #lettering on your #iPhone
https://t.co/Jz314gfvpd

#artwork #illlustration #calligraphie #howtodraw  #planner #tutorial #journal #bujo #calligraphy #iPhone12
#watercolor #painting #drawing #sketch #watercolour #instagram #sketchbook #ipadpro #ipadpro #ipad #ipad https://t.co/8DvsTIE06q",1.33E+18,,,,,,,,,,,
2500,8,"[New Video] How To Use Noise Gate In Cubasis 3 - Premieres #LIVE Dec 2nd @ 8:00am PT / 11:00am ET 

#ipad #musicproducer #musicproducers #musicproduction #ipadmusic #mobilemusic #producer #producers #ios #cubasis

https://t.co/oqUExKZjfI",1.33E+18,,,,,,,,,,,
2501,8,"RT @paperlike: 🌟 #Giveaway Alert! 🌟

Ready to upgrade your drawing &amp; writing experience on your iPad? Maybe you know an #ipad user who need…",1.33E+18,,,,,,,,,,,
2502,8,"Draw365 no. 038
#draw365 #art #digitalart #illustration #draw #drawing #ipad #adobe @adobe @adobefresco @draw365 https://t.co/djWxHQn2q6",1.33E+18,,,,,,,,,,,
2503,8,"RT @MacShops: New 11"" 64GB WiFi+Cell #Apple #iPad Pros for $899 at #Amazon, $50 off, free ship, https://t.co/65zPOIymt4",1.33E+18,,,,,,,,,,,
2504,8,"FREE ebook ""Action, intrigue, sex, medieval, gay MCs""  https://t.co/ibV7cKrqHj #Kindle #Kobo #Nook #Tolino #iPad #adventure #gayfantasy #historical #fantasy",1.33E+18,,,,,,,,,,,
2505,8,"New 11"" 64GB WiFi+Cell #Apple #iPad Pros for $899 at #Amazon, $50 off, free ship, https://t.co/65zPOIymt4",1.33E+18,,,,,,,,,,,
2506,8,RT @pisxes_chi: They fight in the name of Chombo! Wanted to draw a little sketch of Deku and her stand Wayward Son for @Alpharad because go…,1.33E+18,,,,,,,,,,,
2507,8,I've collected $126188! Who can collect more? It's a challenge! https://t.co/juYbyjGvYm #ipad #ipadgames #gameinsight,1.33E+18,,,,,,,,,,,
2508,8,"RT @itechblogco: 🔥iOS 13.5.1-13.7 exploit to be mentioned by 08Tcw3BB at HITB CyberWeek 2020
👉https://t.co/SWTnPF3Fqe
#news #tech #computer…",1.33E+18,,,,,,,,,,,
2509,8,"RT @iamdima24: ➡️ Have you entered the iPad giveaway yet? It ends tomorrow so HURRY! Absolutely free to enter, no catch, no purchase necess…",1.33E+18,,,,,,,,,,,
2510,8,"➡️ Have you entered the iPad giveaway yet? It ends tomorrow so HURRY! Absolutely free to enter, no catch, no purchase necessary, no BS!

#giveaway #contest #apple #ipad 

https://t.co/4GFHg8HWEy",1.33E+18,,,,,,,,,,,
2511,8,What do you want for Christmas 🎄? All I want is for someone to fix my #ipad or get me a new 1.,1.33E+18,,,,,,,,,,,
2512,8,"RT @GameBooArt: 12.Jigglypuff

#pokemon #swordandshield #crowntundra #PokemonGo #PokemonRedandBlue #isleofarmor #supersmashbros #smashbros…",1.33E+18,,,,,,,,,,,
2513,8,Nova Dancer – Space opera adventure in the far future – 99 cents at Apple Books - #scifi #ipad #iphone - https://t.co/kTdJELyaUB https://t.co/Y22Yw6hjSa,1.33E+18,,,,,,,,,,,
2514,8,"""Waves at Nubble Lighthouse"" iPad Case &amp; Skin by DodaPhotoArt | Redbubble #giftguide #Christmasgifts #SupportSmallBusinesses #ipad https://t.co/VMiPBDwpVw",1.33E+18,,,,,,,,,,,
2515,8,"🔥iOS 13.5.1-13.7 exploit to be mentioned by 08Tcw3BB at HITB CyberWeek 2020
👉https://t.co/SWTnPF3Fqe
#news #tech #computer #game #live #ios #jailbreak #exploit #ios #ios13 #ios13.7 #ipad #ipados #iphone #jailbreak #news #security #software #zecops https://t.co/Tyug5T1iMv",1.33E+18,,,,,,,,,,,
2516,8,"Hurray! I have finished ""Striving for Luxury"" task  in Big Business HD for iPad!  #ipad #gameinsight #ipadgames",1.33E+18,,,,,,,,,,,
2517,8,"Beautiful, well-thought explanation of how #Zoom on #ipad becomes the go-to tool for the clinician meeting  with a patient’s family in challenging circumstances, when used properly https://t.co/AofOJ9fbZm @yann_ledouarin @Sfsd_fr #digitalhealth #santedigitale #hcsmeufr",1.33E+18,,,,,,,,,,,
2518,8,Try premium #ipadgame Heads Up! Best Charades game - Warner Bros. https://t.co/SPlaWrESN8 via @ukteamsocial #ipadgames #ipad https://t.co/M5A9a2GBHl,1.33E+18,,,,,,,,,,,
2519,8,"RT @SinmaraDesign: 📢30% off this item today!
https://t.co/PPPX4ueQGh
#laptop #laptops #laptopskin #ipad #ipads #ipadskin #pattern #society6…",1.33E+18,,,,,,,,,,,
2520,8,"#sped #teacher trying to get #DonorsChoose project funded for self-contained classes. Big dreams for this #ipad to help with #reading &amp; #writing 
Please consider #donating or RTing
Donations are currently being matched!  https://t.co/9u5862zHYA
#GivingTuesday #edutwitter #donate",1.33E+18,,,,,,,,,,,
2521,8,#FREE on #iPad for Kindle Unlimited Members. Read MILE HIGH DEATH #rt  #G1 #home #SocialMedia #giveaway #kindle https://t.co/Os4VdkybaP,1.33E+18,,,,,,,,,,,
2522,8,RT @tokyo_toys: Warcraft Shadowlands and Stream Raiders  $500 iPad Mini giveaway at 500 subs. #Giveaway #iPadMini #iPad #Apple #pathtopartn…,1.33E+18,,,,,,,,,,,
2523,8,RT @HordeWeServe: Warcraft Shadowlands and Stream Raiders  $500 iPad Mini giveaway at 500 subs. #Giveaway #iPadMini #iPad #Apple #pathtopar…,1.33E+18,,,,,,,,,,,
2524,8,RT @tokyo_toys: Warcraft Shadowlands and Stream Raiders  $500 iPad Mini giveaway at 500 subs. #Giveaway #iPadMini #iPad #Apple #pathtopartn…,1.33E+18,,,,,,,,,,,
2525,8,"Warcraft Shadowlands and Stream Raiders  $500 iPad Mini giveaway at 500 subs. #Giveaway #iPadMini #iPad #Apple #pathtopartner #TwitchAffilate #twitch #SupportSmallStreamers #StreamRaiders #Shadowlands #warcraft #wow #ForTheHorde
 https://t.co/Ch8Fr3Y0Y5",1.33E+18,,,,,,,,,,,
2526,8,RT @HordeWeServe: Warcraft Shadowlands and Stream Raiders  $500 iPad Mini giveaway at 500 subs. #Giveaway #iPadMini #iPad #Apple #pathtopar…,1.33E+18,,,,,,,,,,,
2527,8,"Warcraft Shadowlands and Stream Raiders  $500 iPad Mini giveaway at 500 subs. #Giveaway #iPadMini #iPad #Apple #pathtopartner #TwitchAffilate #twitch #SupportSmallStreamers #StreamRaiders #Shadowlands #warcraft #wow #ForTheHorde
 https://t.co/X41iJsRMrv",1.33E+18,,,,,,,,,,,
2528,8,"Just ordered an iPad Pro.... I feel poorer already 🤣

#iPad",1.33E+18,,,,,,,,,,,
2529,8,"RT @AbutoraArt: Mewtwo Sketch 
Sketch # : 150
Device used: @Apple iPad (2018) and Apple Pencil 1 
App: Sketches by Tayasui Sketches 
Drawin…",1.33E+18,,,,,,,,,,,
2530,8,"Study: June 20, 2019-7 #オリジナル #pixiv #パターン #2019 #スケッチ #創作 #習作 #らくがき #procreate #iPad https://t.co/GZd8sfBHOX https://t.co/5eSaANmcFZ",1.33E+18,,,,,,,,,,,
2531,8,"RT @TRIPMUZE: My new dream machine was warmly welcomed to my home. Ho-ho-ho.
Been an iPad user since the first one debuted in this world. I…",1.33E+18,,,,,,,,,,,
2532,8,"My new dream machine was warmly welcomed to my home. Ho-ho-ho.
Been an iPad user since the first one debuted in this world. I can’t survive without this lol.

@apple #apple #ipadpro #ipad #christmasgift #christmas #merrychristmas #hohoho #dreammachine #t… https://t.co/J7oyQ7XVdE https://t.co/ZYqJEoK02w",1.33E+18,,,,,,,,,,,
2533,8,Try free #ipadgame Sushi Roll 3D - Best Food Game - SayGames LLC https://t.co/9wOiuc9gUG via @ukteamsocial #ipadgames #ipad https://t.co/yanOoc8cNP,1.33E+18,,,,,,,,,,,
2534,8,"RT @PS5only: Play your PS5 directly on your iPhone, iPad &amp; Android phone's screen, using the official Sony PlayStation Remote Play app 

ht…",1.33E+18,,,,,,,,,,,
2535,8,"&gt;Please Retweet.

Win $20,000 USD in #Software and Hi-Tech Swag -- Includes an #iPad Air 4 + a Logitech C922 Webcam + a Blue Yeti Nano Mic --- Open Worldwide! 🌎

#webdesign #wordpress #SEO #webhostingservices #win #contest #giveaway #sweepstakes #sorteo

https://t.co/BOw0oukDFV",1.33E+18,,,,,,,,,,,
2536,8,"RT @SinmaraDesign: 📢30% off this item today!
https://t.co/PPPX4ueQGh
#laptop #laptops #laptopskin #ipad #ipads #ipadskin #pattern #society6…",1.33E+18,,,,,,,,,,,
2537,8,"RT @maccoupons: New 12"" 1TB WiFi+Cell  #Apple #iPad Pros for $1499 at B&amp;H, $150 off. Free ship. https://t.co/Xj1e5qHVxP",1.33E+18,,,,,,,,,,,
2538,8,"RT @iTracx: Apple iPad mini Price Tracker, real-time prices and sales #ipad #apple #ipadmini https://t.co/4v7tVoaflY",1.33E+18,,,,,,,,,,,
2539,8,"Apple iPad mini Price Tracker, real-time prices and sales #ipad #apple #ipadmini https://t.co/4v7tVoaflY",1.33E+18,,,,,,,,,,,
2540,8,"New 12"" 1TB WiFi+Cell  #Apple #iPad Pros for $1499 at B&amp;H, $150 off. Free ship. https://t.co/Xj1e5qHVxP",1.33E+18,,,,,,,,,,,
2541,8,BMX Challenge 1 EndoWheelie by RangerXpr - Play Now! https://t.co/LfnQGqtHRB #ipad #action #game,1.33E+18,,,,,,,,,,,
2542,8,"RT @GameBooArt: 12.Jigglypuff

#pokemon #swordandshield #crowntundra #PokemonGo #PokemonRedandBlue #isleofarmor #supersmashbros #smashbros…",1.33E+18,,,,,,,,,,,
2543,8,"RT @GameBooArt: 12.Jigglypuff

#pokemon #swordandshield #crowntundra #PokemonGo #PokemonRedandBlue #isleofarmor #supersmashbros #smashbros…",1.33E+18,,,,,,,,,,,
2544,8,"RT @GameBooArt: 12.Jigglypuff

#pokemon #swordandshield #crowntundra #PokemonGo #PokemonRedandBlue #isleofarmor #supersmashbros #smashbros…",1.33E+18,,,,,,,,,,,
2545,8,"12.Jigglypuff

#pokemon #swordandshield #crowntundra #PokemonGo #PokemonRedandBlue #isleofarmor #supersmashbros #smashbros #supersmashbrosultimate #smashbrosultimate #Nintendo #Switch #videogames #art #artoftheday #sketch #sketchoftheday #digitalart #ipad  #medibangpaint https://t.co/vX0xLcRE1f",1.33E+18,,,,,,,,,,,
2546,8,"RT @paperlike: 🌟 #Giveaway Alert! 🌟

Ready to upgrade your drawing &amp; writing experience on your iPad? Maybe you know an #ipad user who need…",1.33E+18,,,,,,,,,,,
2547,8,"FREE #gay #fantasy «Bonds of Hate» ""Thrilling, intense and engrossing"" https://t.co/ibV7cKrqHj #Kindle #Kobo #Nook #Tolino #iPad #gayromance #mm #adventure #fantasy",1.33E+18,,,,,,,,,,,
2548,8,RT @ktaraszk: Well... it seems someone was able to run #Microsoft #Windows #XP on the #iPad already! Good sign!,1.33E+18,,,,,,,,,,,
2549,8,Well... it seems someone was able to run #Microsoft #Windows #XP on the #iPad already! Good sign!,1.33E+18,,,,,,,,,,,
2550,8,RT @NotCasandwich: Been a while—longer than I would have liked but life got a bit busier than I thought it would this past month. Happy to…,1.33E+18,,,,,,,,,,,
2551,8,"RT @iphone_everyday: iPhone 11 Pro #Giveaway 

⭐To Win :
⭐#Like &amp; #RT 
⭐#Follow 
@iphone_everyday

⭐#Tag 2 Friends
⭐Turn on twitter notific…",1.33E+18,,,,,,,,,,,
2552,8,"RT @AbutoraArt: Mewtwo Sketch 
Sketch # : 150
Device used: @Apple iPad (2018) and Apple Pencil 1 
App: Sketches by Tayasui Sketches 
Drawin…",1.33E+18,,,,,,,,,,,
2553,8,"Hurray! I have finished ""Maintain Your Reputation"" task  in Big Business HD for iPad!  #ipad #gameinsight #ipadgames",1.33E+18,,,,,,,,,,,
2554,8,Hoping to get my @DonorsChoose project funded for #GivingTuesday! All donations are doubled today only.  #edtech #makerspace #ipad https://t.co/fFckrwBxmF,1.33E+18,,,,,,,,,,,
2555,8,"RT @carlale35507749: @Argos_Online @Apple Someone collected my daughters iPad I bought in Argos, pretending to be me and Argos won’t refund…",1.33E+18,,,,,,,,,,,
2556,8,"RT @maccoupons: New 12"" 512GB WiFi+Cell #Apple #iPad Pros for $1349 at #Amazon, $100 off. Free ship. https://t.co/Ecm4WqqKAp",1.33E+18,,,,,,,,,,,
2557,8,"New 12"" 512GB WiFi+Cell #Apple #iPad Pros for $1349 at #Amazon, $100 off. Free ship. https://t.co/Ecm4WqqKAp",1.33E+18,,,,,,,,,,,
2558,8,"Mewtwo Sketch 
Sketch # : 150
Device used: @Apple iPad (2018) and Apple Pencil 1 
App: Sketches by Tayasui Sketches 
Drawing time 1h 10m
YT: Abutora 
IG: @abutora_art
#Apple #pencil #art #drawing #sketch #pokemon #pikachu #anime #ipad #japan #Mewtwo #Alien #made_in_sketches https://t.co/QzY6QabhqX",1.33E+18,,,,,,,,,,,
2559,8,"RT @PrevisPro: The Spider-Man Kiss #storyboard #previz #filmmakers #ipad
#FilmTwitter #directors  https://t.co/b3wnOXxYRC https://t.co/nJnx…",1.33E+18,,,,,,,,,,,
2560,8,"The Spider-Man Kiss #storyboard #previz #filmmakers #ipad
#FilmTwitter #directors  https://t.co/b3wnOXxYRC https://t.co/nJnxyECTEu",1.33E+18,,,,,,,,,,,
2561,8,"RT @nibs274: Are you considering a #batteryreplacement for your #iPad? 

Here's how you can get the best price or do it yourself if you fee…",1.33E+18,,,,,,,,,,,
2562,8,"@Argos_Online @Apple Someone collected my daughters iPad I bought in Argos, pretending to be me and Argos won’t refund, even with cctv of the robber #argos #poorcustomerservices #apple #ipad #christmas ###",1.33E+18,,,,,,,,,,,
2563,8,"RT @RenderToken: "" @swatchbookus has been working to connect revolutionary distributed GPU cloud-rendering platform RNDR directly to mix. ""…",1.33E+18,,,,,,,,,,,
2564,8,"RT @RenderToken: "" @swatchbookus has been working to connect revolutionary distributed GPU cloud-rendering platform RNDR directly to mix. ""…",1.33E+18,,,,,,,,,,,
2565,8,"RT @maccoupons: New 12"" 256GB WiFi+Cell #Apple #iPad Pros for $1149 at #Amazon, That's $100 off. Free ship. https://t.co/0gvKLR3Dps",1.33E+18,,,,,,,,,,,
2566,8,"RT @LumaTouch: Today is your last chance in 2020 to get LumaFusion, FCPXML Export, and/or Storyblocks for LumaFusion at a discount! Don’t m…",1.33E+18,,,,,,,,,,,
2567,8,"New 12"" 256GB WiFi+Cell #Apple #iPad Pros for $1149 at #Amazon, That's $100 off. Free ship. https://t.co/0gvKLR3Dps",1.33E+18,,,,,,,,,,,
2568,8,Did a spot of sketchnoting at the weekend for an upcoming SEND event. #sketchnote #ipad #visualfacilitation https://t.co/ZcZggvqi8l,1.33E+18,,,,,,,,,,,
2569,8,RT @AppleiDeals: Apple 20W USB-C Power Adapter $16.99 Affiliated Link https://t.co/XeSMd7l7PY #Apple #iPhone #iPad https://t.co/VqWgpU1ul1,1.33E+18,,,,,,,,,,,
2570,8,""" @swatchbookus has been working to connect revolutionary distributed GPU cloud-rendering platform RNDR directly to mix. ""

🔥Photographic cloud-rendering directly from the iPad🔥

$RNDR #cloudrender #blockchaintechnology #ipad https://t.co/Vk2e06QKEs",1.33E+18,,,,,,,,,,,
2571,8,Apple 20W USB-C Power Adapter $16.99 Affiliated Link https://t.co/XeSMd7l7PY #Apple #iPhone #iPad https://t.co/VqWgpU1ul1,1.33E+18,,,,,,,,,,,
2572,8,RT @noticiaswp: WordPress 3.1 para #iOS #wordpress https://t.co/ztHRuNrBla #ipad,1.33E+18,,,,,,,,,,,
2573,8,"🔥How one can save a Safari webpage to Notes on Mac, iPhone, and iPad
👉https://t.co/gc5WrYlxEy
#news #tech #computer #game #live #how-to #ipad #iphone #tutorial #howto #icloudnotes #notes #productivity #safari #save #share #tutorial https://t.co/MECmgPanNS",1.33E+18,,,,,,,,,,,
2574,8,"RT @Art_of_Matt: So, it’s been a bit. I’ve been super busy and kind of lost myself. Going to try to get organized and set priorities better…",1.33E+18,,,,,,,,,,,
2575,8,"RT @iphone_everyday: iPhone 11 Pro #Giveaway 

⭐To Win :
⭐#Like &amp; #RT 
⭐#Follow @iphone_everyday

⭐#Tag 2 Friends
⭐Turn on twitter notifica…",1.33E+18,,,,,,,,,,,
2576,8,WordPress 3.1 para #iOS #wordpress https://t.co/ztHRuNrBla #ipad,1.33E+18,,,,,,,,,,,
2577,8,"RT @iphone_everyday: iPhone 11 Pro #Giveaway 

⭐To Win :
⭐#Like &amp; #RT 
⭐#Follow @iphone_everyday

⭐#Tag 2 Friends
⭐Turn on twitter notifica…",1.33E+18,,,,,,,,,,,
2578,8,"RT @UnknownAmnesiac: Here’s my new logo..

#art #illustration #digitalart #procreate #ipad #applepencil #instart #drawing #logo #insignia #…",1.33E+18,,,,,,,,,,,
2579,8,"RT @techclassrocks: #12DaysofCreativity is back in 2 days! 🥳
Join us for new activities designed to foster creativity w/ #iPad.

➡️ Workboo…",1.33E+18,,,,,,,,,,,
2580,8,"RT @techclassrocks: #12DaysofCreativity is back in 2 days! 🥳
Join us for new activities designed to foster creativity w/ #iPad.

➡️ Workboo…",1.33E+18,,,,,,,,,,,
2581,8,"RT @LumaTouch: Today is your last chance in 2020 to get LumaFusion, FCPXML Export, and/or Storyblocks for LumaFusion at a discount! Don’t m…",1.33E+18,,,,,,,,,,,
2582,8,"Here’s my new logo..

#art #illustration #digitalart #procreate #ipad #applepencil #instart #drawing #logo #insignia #profilepic #emblem #comic #graphicdesign #illustration #retro #retrowave #neon #demon #omni #anime #manga #vampire #dragonball #originalcharacter https://t.co/A0OCA4AZgR",1.33E+18,,,,,,,,,,,
2583,8,I've collected $15869750! Who can collect more? It's a challenge! https://t.co/U9xGoTieer #ipad #ipadgames #gameinsight,1.33E+18,,,,,,,,,,,
2584,9,@AppleSupport I just updated my #MacBook to the newest software upgrade and now it won’t turn on without restarting every 30 seconds. Help! https://t.co/pp29vaG2Am,1.33E+18,,,,,,,,,,,
2585,9,"Please Retweet.

Win a #MacBook Pro ($2,500 Value)!

#gamer #gaming #gamergirl #ps4 #xbox #switch #fortnite #win #contest #giveaway #sweepstakes #sorteo 

https://t.co/5ZdS4e0u3h",1.33E+18,,,,,,,,,,,
2586,9,"Please Retweet.

Win a 16"" #MacBook Pro (2.3GHz 1 TB Hard Drive) ($2,599 USD) --- Open Worldwide! 🌎

#gamer #gaming #gamergirl #ps5 #xbox #switch #fortnite #win #contest #giveaway #sweepstakes #sorteo #XboxSeriesX

https://t.co/069an5sb4e",1.33E+18,,,,,,,,,,,
2587,9,Now I’ve got to buy a #MacBook for design 😩 I’ve sold my lil #luddite soul,1.33E+18,,,,,,,,,,,
2588,9,RT @DarrelllWagoner: Working on bettering my @creativecloud  Illustator skills #Adobe #Illustrator #Creative #GraphicDesign #goals #tutoria…,1.33E+18,,,,,,,,,,,
2589,9,Working on bettering my @creativecloud  Illustator skills #Adobe #Illustrator #Creative #GraphicDesign #goals #tutorials #bird #create #art #artist #artwork #image #vector #skills #work #ambition #portfolio #macbook #apple #photoshop https://t.co/fUtQS9WWCp,1.33E+18,,,,,,,,,,,
2590,9,"@IndigenousAI Stories like this, and my own iPhone 2nd generation experience, are what has kept me from buying a #macbook, #MacBookPro , or any other of their beautiful computers. If @Apple hired good retail ppl, ""geniuses"", etc., imagine what that brand could do. But no.",1.33E+18,,,,,,,,,,,
2591,9,"@Apple I just bought a new MacBook my other died, like my faith in these greedy companies. $1500 I didn’t need to spend now! Of course nothing compatible from last Mac and it had no MSB ports! I had to buy attachment for $100! For ports! You don’t get any xtra shit from #MacBook",1.33E+18,,,,,,,,,,,
2592,9,"Dear Santa 🎅🏻 

I know I haven’t been good this year but please please....

Whatever, I’ll buy it myself 🤪

#macbook #m1",1.33E+18,,,,,,,,,,,
2593,9,"RT @professorgreen: @mcjaystar nah, finger to keys. #macbook",1.33E+18,,,,,,,,,,,
2594,9,"RT @ktaraszk: Once my #Apple #m1 powered #Macbook is here, I'll try to run #Bochs IA-32 Emulator on it. It should work. Crazy times. Who re…",1.33E+18,,,,,,,,,,,
2595,9,"Once my #Apple #m1 powered #Macbook is here, I'll try to run #Bochs IA-32 Emulator on it. It should work. Crazy times. Who remembers #Plex86 / #FreeMWare? Damn, I am old! https://t.co/lujvxE5NN1",1.33E+18,,,,,,,,,,,
2596,9,"RT @MacClassifieds: 2019 15"" 2.3GHz 8-Core #Apple #MacBook Pro, refurbished, for $2209 at Apple. $490 off! Free ship, 1-yr warranty https:/…",1.33E+18,,,,,,,,,,,
2597,9,"2019 15"" 2.3GHz 8-Core #Apple #MacBook Pro, refurbished, for $2209 at Apple. $490 off! Free ship, 1-yr warranty https://t.co/RFz3ilQoOh",1.33E+18,,,,,,,,,,,
2598,9,"NEW #MacBook Air- 256GB SSD for $899!! (#retail $1,000)            
        
 #Deal #ganga

 https://t.co/f2S7dqFymA https://t.co/pWDleXN4kl",1.33E+18,,,,,,,,,,,
2599,9,"RT @sturika: @UPS pls hurry I'm waiting very patiently by my door for my son, Greg. #macbook https://t.co/sfcQX5Zy48",1.33E+18,,,,,,,,,,,
2600,9,Three more weeks until my new #macbook arrives. Has anyone have any trouble setting up #VSCode on the M1 MacBooks?,1.33E+18,,,,,,,,,,,
2601,9,"Our Black Friday Sale is LIVE. Shop now to get 20% OFF. Offer ENDS TODAY, December 1st. Take advantage of this opportunity and shop all of your favorite Apple Keyboards with software shortcuts and needs. 💻 COUPON: BLACKFRIDAY2020
#KBCovers #Macbook #Apple #KeyboardCover #BLACKF https://t.co/uMnLopEdjR",1.33E+18,,,,,,,,,,,
2602,9,Tiny things that irritate: you download the new #MacOS as soon as available and wait for the installation to complete. You find out that the big change is that your Mac overheats and the battery dies about 50% sooner. And it's #MacBook Pro from 2019. Not supposed to die yet.,1.33E+18,,,,,,,,,,,
2603,9,"Our Black Friday Sale is LIVE! 💻⌨️ 🦃 OFFER ENDS TODAY, DEC 1st. Shop our keyboards and keyboard covers for 20% off using coupon code BLACKFRIDAY2020. 
.
#KBCovers #Macbook #Apple #KeyboardCover #BlackFriday #BlackFridaySale #20PercentOff #AppleProductsOnly https://t.co/5W27DBiHkq",1.33E+18,,,,,,,,,,,
2604,9,"RT @CheapMac: 2020 13"" Intel 1.4GHz/512GB #Apple #MacBook Pro for $1229, refurbished, at Apple. $270 off. Free ship, 1-yr warranty https://…",1.33E+18,,,,,,,,,,,
2605,9,"2020 13"" Intel 1.4GHz/512GB #Apple #MacBook Pro for $1229, refurbished, at Apple. $270 off. Free ship, 1-yr warranty https://t.co/DoFPyxdonc",1.33E+18,,,,,,,,,,,
2606,9,"RT @MacBookShopper: 2020 13"" Intel 4-Core #Apple #MacBook Airs for $1099 at B&amp;H, $200 off MSRP. Free ship. https://t.co/1xkH31HATg",1.33E+18,,,,,,,,,,,
2607,9,"2020 13"" Intel 4-Core #Apple #MacBook Airs for $1099 at B&amp;H, $200 off MSRP. Free ship. https://t.co/1xkH31HATg",1.33E+18,,,,,,,,,,,
